"AKSARAY","BLACK GYM SPOR SALONU","TAŞPAZAR MAH.868 SOK.OKUR APT NO:33/10","542 382 5382",""
"AKSARAY","ENNFİT SPOR SALONU","TAŞPAZAR MAH.848 SOK.GÖKTAS PARK EVLERİ NO:5","541 507 1268",""
"AKSARAY","XBULL SPOR SALONU","PAMUCAK MAH. 900 SOK. NO:6/A/9","545 850 8832",""
"AKSARAY"," FİT MİYİZ SPOR SALONU","PLEVNE MAH.ŞEREFLİKOÇHİSAR CAD. 22/AA A BLOK NO:17 ORTAKÖY/AKSARAY","545 334 49 49",""
"AKSARAY","ROOKİE GYM","MEYDAN MAH. K.BÖLCEK CAD. ARDA APT.131/A/NO:7","534 722 3409",""
"AKSARAY","OLİMPİA SPOR SALONU","EREĞLİ KAPI MAH.9. SELÇUK BUL. NO:67/1","545 470 22 04",""
"AMASYA","ARENA SPOR SALONU","55 EVLER MAH.TERMİNAL CAD.YALÇIN APT.NO:13 A AMASYA","3582183822",""
"AMASYA","SPORTİF SAĞLIKLI YAŞAM MERKEZİ","AKBİLEK MAH.KEMAL NEHROZOĞLU CAD.55/C AMASYA","3582525060",""
"AMASYA","OLİMPİA FİTNESSSPOR SALONU","HARMANLAR MAH. KARAMUSTAFAPAŞA CAD.
NO 17 F MERZİFON","3585132460",""
"AMASYA","FİTLİNE ATHLETİC CLUP","HACI HASAN MAH.MENZİL SOK. NO.1/3 MERZİFON","3585141994",""
"ANTALYA","PELL-İN","UNCALI MH.23.CAD.DOĞAKENT SİTESİ C BLK.NO:38AA/1                                                             ","TEL: 0-536 497 2352  ",""
"ANTALYA","TOM'S GYM FİTNEES CENTER","Saray Mh. Kasapoğlu Sk. No:4/A/                                               "," 0(532)392 4818",""
"ANTALYA","ALİ'S GYM","Güllerpınarı Mh. Bulut Sk. Huzur Apt. No:9/A/                                          ","0(242)513 5487",""
"ANTALYA","KULVAR SPOR TESİSİ","Sinan Mh. 1277 Sk. M. Özsoy Apt. 5/1 ","0(242)311 7066/0 555 5030383",""
"ANTALYA","LİDER GYM FİTNEES","Kışla Mah. Güllük Cad. Tugayoğlu Apt. 22/2-1/                      ","247 3240 05336479949",""
"ANTALYA","SPORİUM FİTNESS SPOR SALONU","Örnek Mah. Alparslan Türkeş Bulvarı 1545 Sok No:1             ","0(533)641 7984",""
"ANTALYA","SPORİUM SPOR SALONU","Kızılsaray Mah. 73. Sok 21/6 /                                                   ","   0(242)243 4344",""
"ANTALYA","GEM'S Fitness Clup Spor Salonu","Sinan Mh.Recep peker Cad.No:5/                                             ","0 555 450 50 39",""
"ANTALYA","BODY STORE SPOR SALONU","PAZARCI MH.UĞUR MUMCU CD.NO.141/1-2","5323402766",""
"ANTALYA","PARS  SPOR MERKEZİ","ARAPSUYU MH.ATATÜRK BULV.NO:17/A-1  ","  0 532 455 0257 -05321756592",""
"ANTALYA","ÖZDEMİR SPOR KULÜBÜ","KARŞIYAKA MH.HASTANE CD.ADNAN MENDERES BLV.D BLK.NO:56/                                                                                    ","0(530)566 5599 ",""
"ANTALYA","ENERGYM FİTNESS S.S.","ULUS MH.MİTHATPAŞA CD.TURAN APT.NO:19/B/          ","0(242)345 4445/0 536 2405685",""
"ANTALYA","AKDENİZ CENTER","YEŞİLTEPE MH.ZİYAGÖKALP CD.ÖZKAN APT.KAT:2NO:5/ ","0242334 9999",""
"ANTALYA","TRANSFORM FİTNESS SU İŞLERİ SPOR SALONU","KANAL MH.AHMET VEFİKPAŞA CD.NO.102-B ","5374275739",""
"ANTALYA","SPORTİF FİTNESS","KİREMİTLİ MH.817 SK.NO:2/2","5072543806",""
"ANTALYA","EFE GYM","HÜRRİYET CD.KÜLTÜR MH.NO:84/A-B                              "," -0 542 430 6215 ",""
"ANTALYA","242 SPORT CENTER","MEYDAN MH.GÜRBÜZLER SK COŞKUN APT. NO:34/           ","0(506)725 0091 ",""
"ANTALYA","LARA FİTNESS CENTER","LARA CAD.BARINAKLAR BULV.NO:182/B/                                   "," 349 2032    0-542-5235443",""
"ANTALYA","FİTNES PLUS SPOR SALONU","A.HİSAR MH.4503 SK.NO:3                                                                     ","                                                                     0-506-8699443",""
"ANTALYA","ESKEY SPORT CLUP","YEŞİLTEPE MH.MİTHATPAŞA CD.NO:129/B                                               ","                                               0-533 4202640",""
"ANTALYA","ÖNER SİDE FİTNESS SPOR S.","YAŞLI MH.SELAHATTİN UÇAR İŞ MERKEZİ NO:2/A SİDE MANAVGAT                                                                                                      ","                                                                                                      0-5356380809",""
"ANTALYA","FORM FİTNESS SPOR SALONU","ÇAYBAŞI MH.BURHANETTİN ONAT CAD.DİLEK APT. NO:41/1-3 ","0 5337337156",""
"ANTALYA","AWOROS GYM","ÇAĞLAYAN MAH.LARA FENER YOLU 1096 SK. NO:10                           ","0-531 104 88 98",""
"ANTALYA","PROFİTNES CLUB","AŞAĞI HİSAR MH. ANTALYA CAD. MANAVGAT AVM NO: 33 KAT:6 "," 0-532-3521286",""
"ANTALYA","LİDER SPOR MERKEZİ","Örnek Mh. Fevzi Paşa Cd. Jesus Apt. No:160 /                          ","742 2506",""
"ANTALYA","SPORLAND FİTNESS CENTER","SARAY MAH.ATATÜK BLV.DENİZ OLGUN İŞHANI KAT.1 NO: 120          ","0 530 6942011 -  51399 00 ",""
"ANTALYA","QASİS FİTNESS GYM","YUKARIPAZAR MH.MEHMET AKİF ERSOY CD.NO:15/A","0-532 3451568",""
"ANTALYA","KRAFT FİTNESSCLUB","PINARBAŞI MH.14.CD.ALİ ÜRÜN APT. NO:46 A/47 B                                                         ","                                                         230 2151  / 0 539 491 0707 ",""
"ANTALYA","EFE GYM DELÜXE SPOR MERKEZİ","YÜKSELİŞ MH.YILDIRIM BEYAZIT CD.NO:11                                                         ","                                                         0-542 4306215",""
"ANTALYA","ACADEMY FİTNESS ","GÜVENLİK MH.281 SK.NAFİZ UÇAN APT.KAT.1 NO:7/A                           ","                           TEL:05426506038 / 0532 391 28 78",""
"ANTALYA","KEMER FİTNESS CLUB DELUXE S.S.","MERKEZ MH.LİSE CD.NO:14                     ","532 696 3298 ",""
"ANTALYA","07 ARENA GYM","ORTA MH.BAŞÖĞRETMEN CD.NO.15                                      "," 0 536 853 55 33",""
"ANTALYA","ARENA GYM FİTNESS ","MİLLİ EGEMENLİK MH.GÜNEYLİOĞLU CD.NO:13                                  "," 536 373 44 44 ",""
"ANTALYA","BY CLUB HİGHFİT SS","KADIPAŞA MH.GÜL SK.KILINÇ APT.NO:1                                              ","                                               0242 519 5151",""
"ANTALYA","ERFİT SPOR SALONU","MAHMUTLAR MH.119 SK.ORANGE 1 BİNASI NO:8                                 "," 0 549 258 19 66",""
"ANTALYA","ULTRASET FİTNESS SPOR SALONU","ESKİHİSAR MH.9528 SK.NO:4                                                                      ","                                                                      0 541 543 88 87",""
"ANTALYA","THOR GYM BARBELL&CONDITIONING","MERKEZ MH.128 SK.NO:1/A                                                                       TEL: 0 535 856 5804","                                                                       0 535 856 5804",""
"ANTALYA","VEMFİT SPOR SALONU","KARŞIYAKA MH.ADNAN MENDERES BULVARI NO:56 E/19-20    "," 0 507 854 97 23",""
"ANTALYA","WORLD ATHLETİC CLUB","LİMAN MH.BARIŞ MANÇO CD.NO:1/A                                          ","                                         2420011/OZAN 05317728281",""
"ANTALYA","ARENA SPOR SALONU","AVSALLAR MH.SÖGÜT CD.AKTAŞ GÜL APT.KAT:2 NO:11                                              ","                                            0 5077669038",""
"ANTALYA","ARENA FİT SPOR SALONU","KONAKLI MH.17 SK.NO:10                    "," 0 532 562 0389",""
"ANTALYA","AYGÜN GYM","ÇAĞLAYAN MH.BÜLENT ECEVİT BLV. B LK.NO:11/B                                            ","                                            0 545 3351461",""
"ANTALYA","LİFE FİTNESS CENTER SPOR SALONU","YENİ MH.541 SK.HAYAT APT.NO:9                                                              ","                                                              0-5326730908",""
"ANTALYA","MOVE ON FİTNESS CLUB","CUMHURİYET MH.SARIKADIOĞLU CD.NO:38                                                     ","                                                      515 07 53",""
"ANTALYA","ATLAS FİTNESS CENTER","KÜLTÜR MH.3819 SK.NO:9/A                                                                        TEL :0 507 473 36 00","                                                                     0 507 473 36 00",""
"ANTALYA","GENESİS FİTNESS CENTER","KADRİYE MH.TURGUT ÖZAL CAD.NO:14/2107                                                ","                                              0 532 570 90 69",""
"ANTALYA","DALİ SAĞLIKLI YAŞAM VE SPOR MERKEZİ","BELEK MH.CUMHURİYET CAD.NO:18-A/105                                                                  ","                                                                  0 541 771 25 88",""
"ANTALYA","CROSS LİFE SPORT CLUB","ARAPSUYU MH.ARAPSUYU CAD.SENAR REZİDANCE NO:8A-A                               ","229 09 88 /0-549 228 00008",""
"ANTALYA","ATLETİK FİTNESS","LİMAN MH.BOĞAÇAYI CD.FIĞLALI APT.NO:69A                                                "," 259 6161  /0 555 1704144",""
"ANTALYA","MACFİT LARA SPOR SALONU","ŞİRİNYALI MH.İSMET GÖKŞEN CD.CAREFOUR AVM NO:5                   ","530 281 0650",""
"ANTALYA","RUNNER FİTNESS CENTER","GÜZELOBA MH.HAVAALANI CD.ATÇI İŞMERKEZİ C BLK. NO.22/C-D                                                                                                        ","535 678 97 16",""
"ANTALYA","TALO FİTNESS CLUB","LİMAN MH.17.SOK.1 CEMRE APT.NO 41B                                                                ","544 892 1489",""
"ANTALYA","JOYA FİTNESS CLUB","AŞAĞIHİSAR MH.MİTHATPAŞA CD.NO.41                                             "," 546 424 007-7430908",""
"ANTALYA","SPORTZLİFE SPORT CLUB","GÜZELOBA MH.HAVAALANI CAD.NO:60                                                     535 021 6161","                                                     535 021 6161",""
"ANTALYA","FİZYO SPORT CENTER","ARAPSUYU MH.625.SK.NO:23/27A                                                      ","2422901090",""
"ANTALYA","POZİTİF SPORT CENTER","TEOMANPAŞA MH.YEŞİLIRMAK CAD. NO:34/B  /                                ","   537- 543 88 64 ",""
"ANTALYA","FİT ARENA","GÖYNÜK MAHALLESİ 347 SOKAK NO:3/A KEMER/ANTALYA","0242 8151800 ",""
"ANTALYA","MACFİT ERASTA","FABRİKALAR MH.DUMLUPINAR BLV.NO.47/B                                            ","                                           0 530 157 1465 ",""
"ANTALYA","TİGER GYM","ÇAĞLAYAN MH.BÜLENT ECEVİT BULV.DEMİREZEN APT NO:154/A                                                                                                           ","                                                                                                           535 821 88 66",""
"ANTALYA","GAZİPAŞA FİTNESS LİFE SPOR SALONU","İSTİKLAL MH.ATATÜRK CD.NO.65             "," 0-544-270 34 86",""
"ANTALYA","MACFİT MARKANTALYA","MARK ANTALYA AVM İÇİ","530 281 0650 ",""
"ANTALYA","BELEK FİTNESS CENTER","BELEK MH.CUMHURİYET CD.NO:18/A/105 "," 0-541-7721972",""
"ANTALYA","PROFİTNESS CENTER","BELEK MH.KARAKOYUNLULAR CD.NO:20","5323436019",""
"ANTALYA","LADY FİT FİTNESS","ŞEKERHANE MH.ÇAYBAŞI SK.NO:19/A MEHMET TAVLI APT.                                     "," 0 530 433 9090",""
"ANTALYA","AURA FİTNESS","CİKCİLLİ MH.HACIBABA CADDESİ NO:1 ","532 685 6537",""
"ANTALYA","KALKAN GYM FİTNESS CENTER","KALKAN MH.AÇELYA SOK.NO:22 "," 0 505 888 3273",""
"ANTALYA"," 242 KAYA GYM","MEYDANKAVAĞI MH.İSMAİL CEM CAD.EKŞİOĞLU KONUTLARI NO:27/A-D ","0-543-459 9293",""
"ANTALYA","MAVİ GYM","PINARBAŞI MH.ATATÜRK BLV.H.MUSTAFA KAMAÇ APT.NO:20/A-B ","0 532 559 5152",""
"ANTALYA","IRON GYM","ÖĞRETMENEVLERİ MH.ANADOLU CAD.YÜKSEL APT.NO:23 "," 549  5490306",""
"ANTALYA","TAMER ÖZEN SPOR MERKEZİ","KÖKEZ MH.YAZIR CAD.NO:6/1 "," 535 587 6899",""
"ANTALYA","DEMRE ARENA","GÖKYAZI MH.YUSUF ÖZEK CAD.GENÇ APT.NO:13 / "," 0538 371 47 14",""
"ANTALYA","TRANSFOR GYM SPOR SALONU","ZAFER MH.NECDET ADALI CAD.NO:5 "," 0 554 797  55 79",""
"ANTALYA","OLİMPİA RED WHİTE SPOR CENTER","ZERDALİLİK MH.CEBESOY CD.NO:61/1-2-A ","538 501 1020 /AHMET SÖĞÜT       0-542 797 07 55",""
"ANTALYA","POWER GYM","KIZILTOPRAK MH.YUNUS EMRE CD.NO:48/A-B "," 0 507 958 46 38",""
"ANTALYA","WİNNER GYM","FABRİKALAR MH.FİKRİ ERTEN CD.69/2  ","  506 319 7706",""
"ANTALYA","FİT SECTOR","AKKUYU MH.EMNİYET CAD.GÜLOĞLU SİTESİ D BLK.NO:82/D","532 254 4002 /536 623 14 31",""
"ANTALYA","E&S GYM FİTNESS CENTER","KANAL MH.HALİDE EDİP CAD.ÜLKERLER SİTESİ NO:33 B BLOK   ","542 4800110         506 466 8981 ",""
"ANTALYA","CESUR GYM","ŞAFAK MH.ŞEHİT BİNBAŞI ERDOĞAN ÖZDEMİR CAD.52/A ","TEL:0 542 417 1751",""
"ANTALYA","SEM SPORT CLUB","TOROS MH.848 SK.VİLLA KÜÇÜKATEŞ NO:1A ","536 5738202",""
"ANTALYA","POSEİDON SPOR SALONU","UNCALI MH.ÇAMLIK CAD.NO.114/B A2 ","0541 7707117",""
"ANTALYA","M POWER FİTNESS CLUB","YENİKÖY MH.ATATÜRK CAD UTKU APT NO:411/10 "," 553 745 02 54",""
"ANTALYA","OXYGENE FİTNESS CLUB","BAHÇELİEVLER MH.PAMİR CAD.141 SK.LAMBAOĞLU APT.NO:6 52/A ","0 536 790 46 90",""
"ANTALYA","GYM FACTORY SHEMALL","SHEMALL AVM İÇİ  "," EMRE AYDIN KOORDİNATÖR  0 532 642 9610",""
"ANTALYA","LOCK SPOR SALONU","BAHÇELİEVLER MH. PAMİR CAD.ATILGAN  APT.NO:31/A "," 0-542 725 6041",""
"ANTALYA","AKDENİZ AKADEMİ ","ETİLER MH.KIZILIRMAK CD.TUNÇTAN SİTESİ 17/A "," 0 554 753 97 26",""
"ANTALYA","SLİM FİTNESS","UNCALI MH.GAZİ MUSTAFA KEMAL BULVARI NO:150 CA 1 "," 0 544 740 5009",""
"ANTALYA","SPORİUM FİTNESS SPOR SALONU","KARYAĞDI MAH. ALPARSLAN TÜRKEŞ CAD. NO:36 ELMALI ","5545536364",""
"ANTALYA","CROSS ARMY","SİNAN MH.ARIK CAD.OĞUZCAN APT.NO:41/A","0 536 419 2687",""
"ANTALYA","MEVLÜT İNCE SPOR SALONU","FENER MH.1940/1 BK TAHSİN HOCA APT.A BLK.NO:6/A","0 535 613 3997",""
"ANTALYA","SPORTLİNE SPOR SALONU","ANDİFLİ MH.BİLGİNLER SK NO:15/15","5323936333",""
"ANTALYA","AY GYM","MAHMUTLAR MH.126 SK NO:8/A POSTANE ARKASI TOPALLI RESİDANCE ALTI","5366482550",""
"ANTALYA","BLACK BULL FİTNESS SALONU","KONAKLI MH. İSTİKLAL CD.NO:9/1","5375505192",""
"ANTALYA","LEGEND FİTNESS SPOR SALONU","BAHÇEYAKA MH.ATATÜRK CD.NO:408 D:9","554 77979 09",""
"ANTALYA","KAYA GYM","MEYDAN MH.DEFNE CAD.NO:11/2/33","5067926147",""
"ANTALYA","GYM OF LEGENS","MERKEZ MH.TUNCER PAŞA CAD.NO.23","532 136 1240",""
"ANTALYA","TİME GYM","KEMERAĞZI MH.YAŞAR SABUTAY BLV.AKKUM SİTESİ NO:325/B-1","5072803839",""
"ANTALYA","ATAKAN FİTNESS SPOR SALONU","SARAY MH.DAMLATAŞ CAD.SAHİL APT.64E","5455948698",""
"ANTALYA","GLORY GYM","FIĞLALI MH.327 SOK.TERRACE HOMES SİTESİ 4A/A","5364370187",""
"ANTALYA","OSMAN ÇOLAK SPOR MERKEZİ","KÖKEZ MH.CUMHURİYET CAD.NO:93/2","5318244145",""
"ANTALYA","AKAN SPOR SALONU","ETİLER MH.882 SK.NO:37/A","0 554 559 69 35",""
"ANTALYA","ARENA FİTNESS CENTER","MAHMUTLAR MH.ATATÜRK CD.PRESTİJ-12 SİTESİ NO:136/A","532683 4866",""
"ANTALYA","ANTFİT SPOR SALONU","SOĞUKSU MAH. 308 SOKAK ADABEL SİTESİ 42/2","5337177479",""
"ANTALYA","KEMER FİTNESS CLUB 1","YENİ MH.AKDENİZ CAD.NO:94/B","5358475600",""
"ARDAHAN","MY SPOR LİFE","KARAGÖL MAH. ŞEHİT TUNCER SOK.NO/1 ARDAHAN ","542 566 07 54",""
"Artvin","Kuvars Aktif Yaşam ve Spor Merkezi","İnönü Cd. Cumhuriyet Meydanı Şanlı İş Merkezi No:2/2 Hopa/Artvin","5350179876",""
"Artvin","Life Time Spor","Musazade Mh. Cengiz Topel Cd. No:11/1 Arhavi/Artvin","5360371066",""
"Artvin","İxir Spor Center","Çarşı Mh. Sabit Osman Avcı Cd. No:24/C Merkez/Artvin","5377156623",""
"Artvin","Efor His ve Wellness Spor Salonu","Çarşı Mh. Sabit Osman Avcı Cd. No:36 Merkez/Artvin","5395221234",""
"Artvin","YNA Fitness","Yeniyol Mh. Yeniyol Merkez Küme Evleri No:10/1-1 Borçka/Artvin","5322513632",""
"Artvin","Öz Gym Spor Salonu","Yeniyol Mh. Ülkü Ulusoy Cd. No:97/7 Şavşat/Artvin","5322936916",""
"AYDIN","Güç Spor","GÜZELHİSAR MAH. 45 SOKAK NO:5","0 532 415 89 05",""
"AYDIN","ECK Formspor","IŞIKLI MAH. 1951 SK. NO: 740","0 542 551 87 06",""
"AYDIN","Tolga Sport Center ( Taşköprü )","CUMA MAH. ORTA MAHALLE CAD. NO:13","5320154202",""
"AYDIN","Tolga Sport Center ( Girne  )","GİRNE MAH. ŞAİR ÖMER BULV. NO:3/15","5320154202",""
"AYDIN","Tolga Sport Center ( Mimar Sinan )","MİMAR SİNAN MAH. ÜNAL ÖZGEDEK BULV. NO:27/B","5320154202",""
"AYDIN","TOLGA SPORT CENTER (EGEMENLİK ŞUBESİ)","ORTA MH. 213 SK. NO:11/A","5320154202",""
"AYDIN","Hazar Athletic Aydın Fit","ATA MAH. 771 SK. NO:83/5","0 541 932 00 03",""
"AYDIN","Sporium Life","YEDİEYLÜL MAH. ÇİNE CAD.NURİ ŞANLI KÖŞKÜ C BLOK ALTI NO:1","0 532 707 06 90",""
"AYDIN","BADER CİTY CLUB","Kemer Mah. 1757 Sk. No:6/1","0 507 105 68 64",""
"AYDIN","Master Gym","Fatih Mah. 1130 Sk. No:4/1","0 554 331 29 44",""
"AYDIN","Mysport","TÜRKMEN MAH. SAÇIKARA SK. NO:1","0 541 483 84 80",""
"AYDIN","Rina Spor Salonu","TÜRKMEN MAH. ÇETİN EMEÇ SK. NO:4/9","0 535 748 86 88",""
"AYDIN","Dream Fitness","CUMHURİYET MAH. ANT SK. NO:12/1","0 533 090 20 17",""
"AYDIN","Energy Fitness","CUMHURİYET MAH. KUBİLAY BAYRAMOĞLU SK. VİZYON APT. 4/A","0 536 514 52 23",""
"AYDIN","Olympia Fitness Center","CUMHURİYET MAH. ADNAN MENDERES BULV. NO:19","0 507 483 46 87",""
"AYDIN","VİP STUDİO","TURKMEN MH. 354 SK. ADAMODERN ST. C BLOK 2/B","5452321673",""
"AYDIN","Fame Dans ve Spor Okulu","KONAK MAH. YALÇIN SK. NO:1/A","0 532 591 56 36 ",""
"AYDIN","Sport GARDEN","AYDIN CAD. KONAK MAH.NO:69-71","0 534 952 69 18",""
"AYDIN","Rina","YENİ CAMİ MAH. ADNAN KAHVECİ BULV. NO:52","0 532 749 16 32",""
"AYDIN","Milenium Deluxe Fitness&Spa","Yenikent Mah. 90 Sk. No:3/101","0 551 971 74 89",""
"AYDIN","Time GYM","CUMHURİYET MAH. İNÖNÜ BULV.NO:260/A","0 543 550 71 91",""
"AYDIN","Park Milenyum","YENİ MAH. 824 SK. ÇİNELİ APT. NO:10","0 544 458 13 75",""
"AYDIN","Arena SPOR SALONU","ATATÜRK BULV. ÇAMLIK MAH. 2-E","5315082612",""
"AYDIN","Power House Fitness","Yeni Mah. 825 Sk. No:6/A","0 532 714 40 44",""
"AYDIN","Sampson ","YENİ MAH. HÜRRİYET CAD. NO:192 BİLGEN PASAJI Z/3","0 542 742 73 76",""
"AYDIN","Megafit","YENİ MAH. DEVLET KARAYOLU CAD. NO:38/1","0 543 264 96 01",""
"AYDIN","Fit Spor","YENİ MAH. 84 SK.NO:7/A","0 544 612 21 17",""
"AYDIN","Sampson Form","YENİ MAH. 140/1 NO:13/1","0 542 662 63 89",""
"AYDIN","Thor Gym","KURTULUŞ MAH. ATATÜRK BULV. NO:33/A","5336611068",""
"AYDIN","ENERGYM FİTNES","TURAN MH. 155 SK. NO:13/A","5384546439",""
"AYDIN","KEEP FİT","CUMHURİYET MAH. 187 SOKAK NO:35/A","533 291 08 40",""
"AYDIN","Tolga Sport Center ( Köşk)","ÇARŞI MAH. ULUS SK. KÖŞK AVM NO:16","0 543 529 42 99",""
"AYDIN","Muğla Olimpik Spor Kulübü Derneği","HAMİTABAT MAH. 206 SK. NO:4/C","0 506 755 22 42",""
"AYDIN","VFİT GYM","CUMHURİYET MAH. ŞİRİNEVLER CD. NO:22/A-20","0 541 413 07 91",""
"AYDIN","MY FİT FOOT SOLUTİONS","CAMİKEBİR MH. 7 EYLÜL SK. NO:21 ","0 544 433 10 00",""
"AYDIN","Barfix Fitness Center","ATÇA MAH. BATI CAD. NO:8","0 507 662 52 64",""
"BALIKESİR","Karaca SKS","Bahçelievler Mah.  7 Yuvam Sok. No:25-27 A/1 Altıeylül/BALIKESİR","2662210515",""
"BALIKESİR","UFC Fitness Spor Salonu","Kasaplar Mh. Sındırgı Cad No:16/A    Altıeylül/BALIKESİR","2662491695",""
"BALIKESİR","Arena Spor Salonu","Altıeylül Mah.1.Çakıcı Sok.No:12-18C Altıeylül/BALIKESİR","2662393969",""
"BALIKESİR","Deniz GYM","Kasaplar Mah.Sındırgı Cad.No:7/9-A Altıeylül/BALIKESİR","5427909345",""
"BALIKESİR","52 Evler Spor Merkezi","Atatürk Mah. İsabey Cad. No: 7/ A  Karesi/BALIKESİR","5548316113",""
"BALIKESİR","Flash GYM Spor Salonu","Hacıyusuf Mah. Fevzi Cad. No:11 / BANDIRMA","5312837709",""
"BALIKESİR","Atlas Spor Salonu","Paşabayır Mah. Mehmetçik Cad. No:17/B / BANDIRMA","5532364137",""
"BALIKESİR","BEFFİT Spor Merkezi","Sunullah Mah.Ordu Cad.No:139 Bandırma","5332717174",""
"BALIKESİR","Power Spor Salonu","Paşabayır Mah. 7.Sokak No:36/A Bandırma ","5385152020",""
"BALIKESİR","GYM PANORMOS","600 Evler Mahallesi 1312.Sokak No:5 BANDIRMA","5327495900",""
"BALIKESİR","Bandırma Gym Fitness","Paşabayır Mah. Mehmetçik Cad. No:9/C","5339596695",""
"BALIKESİR","FİT Stop Spor Salonu (Üniversite)","Balıkesir Üniversitesi Bigadiç Yolu 17.Km Çağış Kampüsü No:330/1","5535333727",""
"BALIKESİR","Adremiyttion Sporıum SYM","Bahçelievler Mah.  2772. Cad.Migros Yanı Burhaniye","5305437917",""
"BALIKESİR","SPORİUM SPOR MERKEZİ","Mahkeme Mah.Taylı Cad.Stat Sok.No:35/A BURHANİYE","5305437917",""
"BALIKESİR","Altınoluk Spor Tesisleri","İskele Mah. Akçam Cad. No:70 /Altınoluk-EDREMİT","2663950660",""
"BALIKESİR","GYM Form Spor Salonu","Soğanyemez Mh.Azerbaycan Bul.520.Sok.NO:1 EDREMİT","2663722636",""
"BALIKESİR","Plus Fitness Center","Altınoluk Mah Akçam Cad. No:54/1 EDREMİT","2663960696",""
"BALIKESİR","Yıldız Spor Salonu","İkizçay Mahallesi 5 Yıldız Konutları C Blok Akçay EDREMİT","5309604053",""
"BALIKESİR","Arena GYM","Cennetayağı Mah.Nihal Atsız Cad. NO:10/1/A Edremit","5469126464",""
